RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSegment,TenureSegment,CreditSegment,MonetaryValue,Frequency,Recency,EstimatedAnnualValue,EstimatedLifetime,EstimatedCLV
8697,15647572,Greece,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0,Medium (50-100K),,Poor (<580),54980.81,1,11,2099.6162,5,10498.081
8698,15644551,Wimble,751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0,Medium (50-100K),Growing (2-5y),Very Good (740-800),99773.85,2,8,3995.477,3,11986.431
8699,15709135,Pirozzi,691,Germany,Male,30,7,101231.77,2,0,0,156529.44,0,High (100-200K),Mature (5-8y),Good (670-740),101231.77,2,4,4024.6354,7,28172.4478
8700,15684469,Hsiung,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0,High (100-200K),New (0-2y),Excellent (800+),117070.21,1,9,3341.4042000000004,2,6682.808400000001
8701,15627637,Obioma,709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0,Medium (50-100K),Mature (5-8y),Good (670-740),73314.04,2,3,3466.2808,8,27730.2464
8702,15667093,Onio,673,France,Male,37,2,0.0,1,1,1,13624.02,0,,New (0-2y),Good (670-740),0.0,1,9,1000.0,7,7000.0
8703,15690589,Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54,0,Very High (>200K),Loyal (8y+),Poor (<580),212314.03,1,2,5246.2806,14,73447.9284
8704,15595350,Fermin,661,France,Female,31,3,136067.82,2,1,0,65567.91,0,High (100-200K),Growing (2-5y),Fair (580-670),136067.82,2,8,4721.356400000001,3,14164.069200000002
8705,15777586,Moss,784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,High (100-200K),New (0-2y),Very Good (740-800),109052.04,2,9,4181.0408,2,8362.0816
8706,15804064,Docherty,742,France,Female,35,2,79126.17,1,1,1,126997.53,0,Medium (50-100K),New (0-2y),Very Good (740-800),79126.17,1,9,2582.5234,7,18077.663800000002
8707,15717770,Marcelo,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,,Mature (5-8y),Excellent (800+),0.0,1,4,1000.0,7,0.0
8708,15754443,Fadden,443,France,Female,35,9,108308.0,1,1,0,129031.19,1,High (100-200K),Loyal (8y+),Poor (<580),108308.0,1,2,3166.16,9,0.0
8709,15776939,Zox,778,Germany,Female,48,3,102290.56,2,1,0,182691.31,0,High (100-200K),Growing (2-5y),Very Good (740-800),102290.56,2,8,4045.8112,3,12137.4336
8710,15713517,Otitodilinna,529,France,Male,39,6,102025.08,2,1,0,12351.01,0,High (100-200K),Mature (5-8y),Poor (<580),102025.08,2,5,4040.5016,6,24243.0096
8711,15683522,Kennedy,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,High (100-200K),New (0-2y),Good (670-740),113383.07,1,9,3267.6614000000004,7,22873.629800000002
8712,15673995,Tu,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,High (100-200K),Loyal (8y+),Poor (<580),102541.1,1,2,3050.822,9,27457.398
8713,15771054,Barnes,469,Spain,Male,35,5,0.0,2,1,0,186490.37,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,5,10000.0
8714,15578788,Bibi,786,Spain,Male,40,6,0.0,2,0,0,41248.8,0,,Mature (5-8y),Very Good (740-800),0.0,2,5,2000.0,6,12000.0
8715,15737408,L?,703,France,Female,41,6,109941.51,1,1,0,116267.28,0,High (100-200K),Mature (5-8y),Good (670-740),109941.51,1,5,3198.8302,6,19192.9812
8716,15750837,Landseer,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0,High (100-200K),,Poor (<580),141749.68,1,11,3834.9936,5,19174.968
8717,15576022,Nwachinemelu,565,France,Male,38,5,0.0,2,0,1,80630.32,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,10,20000.0
8718,15635502,Ch'iu,443,France,Male,44,2,0.0,1,1,0,159165.7,0,,New (0-2y),Poor (<580),0.0,1,9,1000.0,2,2000.0
8719,15627298,Vinogradova,589,France,Male,37,7,85146.48,2,1,0,86490.09,1,Medium (50-100K),Mature (5-8y),Fair (580-670),85146.48,2,4,3702.9296,7,0.0
8720,15811415,Jenks,691,France,Female,44,6,134066.1,2,1,1,197572.41,0,High (100-200K),Mature (5-8y),Good (670-740),134066.1,2,5,4681.322,11,51494.542
8721,15645059,Crace,711,France,Female,28,8,0.0,2,0,0,105159.89,0,,Mature (5-8y),Good (670-740),0.0,2,3,2000.0,8,16000.0
8722,15689671,Packham,775,Spain,Male,27,4,0.0,1,1,1,40807.26,0,,Growing (2-5y),Very Good (740-800),0.0,1,7,1000.0,9,9000.0
8723,15718667,T'ien,621,France,Male,35,7,87619.29,1,1,0,143.34,0,Medium (50-100K),Mature (5-8y),Fair (580-670),87619.29,1,4,2752.3858,7,19266.7006
8724,15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79,1,,Loyal (8y+),Poor (<580),0.0,1,1,1000.0,15,0.0
8725,15593683,Solomina,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0,,Mature (5-8y),Fair (580-670),0.0,2,3,2000.0,8,16000.0
8726,15703394,Hawes,633,Spain,Male,27,3,0.0,2,1,0,44008.91,0,,Growing (2-5y),Fair (580-670),0.0,2,8,2000.0,3,6000.0
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,High (100-200K),Mature (5-8y),Good (670-740),103409.16,1,3,3068.1832,8,0.0
8728,15567437,Emenike,734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0,High (100-200K),Mature (5-8y),Good (670-740),123040.38,1,4,3460.8076,12,41529.6912
8729,15711687,Nero,434,France,Male,41,4,108128.52,1,0,1,56784.11,0,High (100-200K),Growing (2-5y),Poor (<580),108128.52,1,7,3162.5704,9,28463.1336
8730,15656592,Toscano,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0,High (100-200K),Mature (5-8y),Fair (580-670),169023.33,2,3,5380.4666,13,69946.0658
8731,15634373,Yang,764,France,Male,30,5,0.0,2,0,1,105155.66,0,,Growing (2-5y),Very Good (740-800),0.0,2,6,2000.0,10,20000.0
8732,15769125,Palerma,727,Spain,Female,41,10,0.0,2,0,1,47468.56,0,,Loyal (8y+),Good (670-740),0.0,2,1,2000.0,15,30000.0
8733,15711386,Trentini,724,France,Female,29,6,0.0,2,0,1,64729.51,0,,Mature (5-8y),Good (670-740),0.0,2,5,2000.0,11,22000.0
8734,15714241,Haddon,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,Very High (>200K),Loyal (8y+),Very Good (740-800),222267.63,1,2,5445.3526,9,0.0
8735,15642530,Coates,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1,High (100-200K),Loyal (8y+),Good (670-740),144090.42,1,1,3881.8084000000003,10,0.0
8736,15713599,Castiglione,728,France,Male,30,10,114835.43,1,0,1,37662.49,0,High (100-200K),Loyal (8y+),Good (670-740),114835.43,1,1,3296.7086,15,49450.629
8737,15744770,Stone,636,France,Male,44,2,0.0,2,0,0,86414.41,0,,New (0-2y),Fair (580-670),0.0,2,9,2000.0,2,4000.0
8738,15780498,Maynard,634,France,Male,34,3,145030.92,1,1,1,41820.65,0,High (100-200K),Growing (2-5y),Fair (580-670),145030.92,1,8,3900.6184000000003,8,31204.947200000002
8739,15624397,Moore,627,France,Male,43,8,71240.3,1,0,1,127734.16,0,Medium (50-100K),Mature (5-8y),Fair (580-670),71240.3,1,3,2424.806,13,31522.478
8740,15615219,Obielumani,518,France,Male,59,5,138772.15,1,0,1,123872.0,0,High (100-200K),Growing (2-5y),Poor (<580),138772.15,1,6,3775.4429999999998,10,37754.43
8741,15570908,Harding,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,Medium (50-100K),Mature (5-8y),Good (670-740),93617.07,1,4,2872.3414000000002,12,34468.0968
8742,15762855,Hill,622,Spain,Female,23,8,0.0,2,1,1,131389.39,0,,Mature (5-8y),Fair (580-670),0.0,2,3,2000.0,13,26000.0
8743,15661827,Brown,693,Spain,Female,45,4,0.0,2,1,1,26589.56,0,,Growing (2-5y),Good (670-740),0.0,2,7,2000.0,9,18000.0
8744,15746035,Pagnotto,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,Medium (50-100K),Loyal (8y+),Poor (<580),74237.2,2,2,3484.7439999999997,14,48786.416
8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,High (100-200K),Growing (2-5y),Fair (580-670),127421.78,2,6,4548.435600000001,5,0.0
8746,15793424,Tan,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0,Medium (50-100K),Mature (5-8y),Fair (580-670),61274.7,2,3,3225.4939999999997,8,25803.951999999997
8747,15577905,Hammond,660,France,Male,34,8,106486.66,2,0,1,182262.66,0,High (100-200K),Mature (5-8y),Fair (580-670),106486.66,2,3,4129.733200000001,13,53686.53160000001
8748,15667216,Chung,579,France,Female,29,10,73194.52,2,1,1,129209.09,0,Medium (50-100K),Loyal (8y+),Poor (<580),73194.52,2,1,3463.8904,15,51958.356
8749,15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1,High (100-200K),Mature (5-8y),Fair (580-670),146498.76,1,5,3929.9752000000003,6,0.0
8750,15701238,Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,0,,New (0-2y),Good (670-740),0.0,2,10,2000.0,1,2000.0
8751,15644849,Zikoranachidimma,655,France,Female,32,2,0.0,1,1,1,71047.51,0,,New (0-2y),Fair (580-670),0.0,1,9,1000.0,7,7000.0
8752,15635531,Boag,575,Spain,Female,30,8,0.0,2,1,0,185341.63,0,,Mature (5-8y),Poor (<580),0.0,2,3,2000.0,8,16000.0
8753,15632263,Pagnotto,574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0,High (100-200K),Growing (2-5y),Poor (<580),120355.0,1,6,3407.1,5,17035.5
8754,15720110,Oluchukwu,795,France,Male,32,2,117265.21,1,1,1,198317.23,0,High (100-200K),New (0-2y),Very Good (740-800),117265.21,1,9,3345.3042,7,23417.1294
8755,15619045,Baxter,776,France,Female,43,4,0.0,2,0,1,162137.5,0,,Growing (2-5y),Very Good (740-800),0.0,2,7,2000.0,9,18000.0
8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1,,Mature (5-8y),Good (670-740),0.0,1,4,1000.0,7,0.0
8757,15784923,Chimezie,705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1,High (100-200K),Growing (2-5y),Good (670-740),109974.22,1,8,3199.4844000000003,8,0.0
8758,15567383,Slone,678,Germany,Female,44,2,98009.13,2,0,1,31384.86,0,Medium (50-100K),New (0-2y),Good (670-740),98009.13,2,9,3960.1826,7,27721.2782
8759,15732621,Martin,663,France,Male,34,10,0.0,1,1,1,114083.73,0,,Loyal (8y+),Fair (580-670),0.0,1,1,1000.0,15,15000.0
8760,15757981,Loggia,748,France,Male,66,8,0.0,1,1,1,163331.65,0,,Mature (5-8y),Very Good (740-800),0.0,1,3,1000.0,13,13000.0
8761,15727819,Hartley,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,High (100-200K),Loyal (8y+),Good (670-740),171671.9,1,1,4433.438,15,66501.57
8762,15738088,Parkin,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,,Loyal (8y+),Fair (580-670),0.0,2,1,2000.0,10,0.0
8763,15765173,Lin,350,France,Female,60,3,0.0,1,0,0,113796.15,1,,Growing (2-5y),Poor (<580),0.0,1,8,1000.0,3,0.0
8764,15665159,Brooks,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,High (100-200K),,Good (670-740),128213.96,2,11,4564.279200000001,5,0.0
8765,15618203,Tien,773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0,High (100-200K),Mature (5-8y),Very Good (740-800),116197.65,2,3,4323.9529999999995,13,56211.388999999996
8766,15791452,Dann,675,France,Male,39,1,0.0,2,1,0,153129.22,0,,New (0-2y),Good (670-740),0.0,2,10,2000.0,1,2000.0
8767,15638159,Trentino,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0,Medium (50-100K),Mature (5-8y),Fair (580-670),86607.39,1,5,2732.1477999999997,6,16392.8868
8768,15585466,Russo,552,France,Male,29,10,0.0,2,1,0,12186.83,0,,Loyal (8y+),Poor (<580),0.0,2,1,2000.0,10,20000.0
8769,15677310,Christie,761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1,Medium (50-100K),Growing (2-5y),Very Good (740-800),98854.34,1,6,2977.0868,5,0.0
8770,15646262,Ross,622,France,Male,31,7,0.0,1,1,0,35408.77,0,,Mature (5-8y),Fair (580-670),0.0,1,4,1000.0,7,7000.0
8771,15656901,Nnonso,615,France,Male,59,8,0.0,2,1,1,165576.55,0,,Mature (5-8y),Fair (580-670),0.0,2,3,2000.0,13,26000.0
8772,15621093,Teng,681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0,Medium (50-100K),Growing (2-5y),Good (670-740),97338.19,2,7,3946.7638,4,15787.0552
8773,15592123,Buccho,768,France,Male,30,6,0.0,2,1,1,199454.37,0,,Mature (5-8y),Very Good (740-800),0.0,2,5,2000.0,11,22000.0
8774,15589200,Madukaife,617,Spain,Male,34,9,0.0,2,1,0,118749.58,0,,Loyal (8y+),Fair (580-670),0.0,2,2,2000.0,9,18000.0
8775,15602934,Dunn,452,France,Female,33,6,131698.57,2,1,0,151623.91,0,High (100-200K),Mature (5-8y),Poor (<580),131698.57,2,5,4633.9714,6,27803.828400000002
8776,15812720,Hooker,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0,High (100-200K),Loyal (8y+),Excellent (800+),130110.45,2,1,4602.209,15,69033.135
8777,15695383,Griffin,567,Spain,Male,44,9,0.0,2,1,0,87677.15,0,,Loyal (8y+),Poor (<580),0.0,2,2,2000.0,9,18000.0
8778,15723064,Kistler,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0,High (100-200K),New (0-2y),Fair (580-670),165149.13,2,10,5302.9826,1,5302.9826
8779,15761606,Law,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0,High (100-200K),Loyal (8y+),Fair (580-670),101707.8,1,2,3034.156,9,27307.404
8780,15650322,Grigoryeva,701,France,Female,34,3,105588.66,1,0,1,74694.41,0,High (100-200K),Growing (2-5y),Good (670-740),105588.66,1,8,3111.7732,8,24894.1856
8781,15669782,Chu,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1,High (100-200K),Loyal (8y+),Excellent (800+),111336.89,1,2,3226.7378,9,0.0
8782,15751628,Onyemachukwu,438,France,Male,60,7,78391.17,1,0,1,49424.6,0,Medium (50-100K),Mature (5-8y),Poor (<580),78391.17,1,4,2567.8234,12,30813.880800000003
8783,15809057,Lu,600,Spain,Female,27,6,0.0,2,1,1,172031.22,0,,Mature (5-8y),Fair (580-670),0.0,2,5,2000.0,11,22000.0
8784,15617052,Watson,782,France,Male,34,9,0.0,1,1,0,183021.06,1,,Loyal (8y+),Very Good (740-800),0.0,1,2,1000.0,9,0.0
8785,15590810,Fallaci,638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,High (100-200K),Loyal (8y+),Fair (580-670),144326.09,1,2,3886.5218,9,0.0
8786,15801293,Ni,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0,High (100-200K),New (0-2y),Excellent (800+),101278.25,2,10,4025.565,6,24153.39
8787,15770968,Leason,741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0,High (100-200K),Mature (5-8y),Very Good (740-800),108711.57,2,3,4174.231400000001,8,33393.851200000005
8788,15572356,Tsai,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,High (100-200K),New (0-2y),Good (670-740),108555.07,1,10,3171.1014,6,19026.6084
8789,15603247,Bruner,743,Germany,Female,35,1,146781.24,1,1,0,189307.7,0,High (100-200K),New (0-2y),Very Good (740-800),146781.24,1,10,3935.6248,1,3935.6248
8790,15619116,Wallace,493,France,Female,36,2,0.0,2,0,1,99770.3,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
8791,15691792,Young,416,Spain,Male,35,8,0.0,1,0,0,119712.78,0,,Mature (5-8y),Poor (<580),0.0,1,3,1000.0,8,8000.0
8792,15783276,Forbes,725,France,Female,25,9,0.0,2,1,1,168607.74,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,14,28000.0
8793,15766137,Muir,497,France,Male,34,2,0.0,2,1,1,83087.13,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
8794,15574554,Pugh,537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0,High (100-200K),Mature (5-8y),Poor (<580),103291.25,2,3,4065.825,13,52855.725
8795,15578671,Webb,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1,Very High (>200K),New (0-2y),Good (670-740),209490.21,1,10,5189.8042,6,0.0
8796,15716608,Walker,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1,,New (0-2y),Fair (580-670),0.0,3,9,3000.0,2,0.0
8797,15690670,Cox,720,France,Male,33,2,0.0,2,0,1,141031.08,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,7,14000.0
8798,15630466,Maclean,797,France,Male,45,8,0.0,1,0,0,125110.02,0,,Mature (5-8y),Very Good (740-800),0.0,1,3,1000.0,8,8000.0
8799,15630349,Hollis,543,Spain,Male,23,5,0.0,2,1,0,117832.39,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,5,10000.0
8800,15803801,Jamieson,454,France,Male,34,4,0.0,2,1,0,198817.72,0,,Growing (2-5y),Poor (<580),0.0,2,7,2000.0,4,8000.0
8801,15647890,Su,691,France,Male,37,9,149405.18,1,1,1,146411.6,0,High (100-200K),Loyal (8y+),Good (670-740),149405.18,1,2,3988.1036,14,55833.4504
8802,15606115,P'eng,510,France,Female,52,6,191665.21,1,1,1,131312.56,1,High (100-200K),Mature (5-8y),Poor (<580),191665.21,1,5,4833.3042000000005,11,0.0
8803,15714642,Hawkins,792,Spain,Female,40,7,0.0,1,1,0,141652.2,0,,Mature (5-8y),Very Good (740-800),0.0,1,4,1000.0,7,7000.0
8804,15741181,Ndubuagha,721,France,Male,41,6,135071.12,1,1,1,64477.25,0,High (100-200K),Mature (5-8y),Good (670-740),135071.12,1,5,3701.4224,11,40715.6464
8805,15773973,Hill,765,France,Male,41,2,0.0,2,0,1,191215.61,0,,New (0-2y),Very Good (740-800),0.0,2,9,2000.0,7,14000.0
8806,15758546,Norton,850,Spain,Male,39,8,0.0,2,1,1,37090.44,0,,Mature (5-8y),Excellent (800+),0.0,2,3,2000.0,13,26000.0
8807,15598940,Achebe,681,Germany,Male,38,6,181804.34,2,1,1,57517.71,0,High (100-200K),Mature (5-8y),Good (670-740),181804.34,2,5,5636.0868,11,61996.9548
8808,15669783,Simpson,586,France,Female,60,3,47020.65,2,0,1,63241.21,1,Low (<50K),Growing (2-5y),Fair (580-670),47020.65,2,8,2940.413,8,0.0
8809,15624993,Chiang,753,France,Female,36,7,128518.98,1,1,1,44567.83,1,High (100-200K),Mature (5-8y),Very Good (740-800),128518.98,1,4,3570.3795999999998,12,0.0
8810,15760568,Dalrymple,593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0,High (100-200K),Growing (2-5y),Fair (580-670),142658.04,2,6,4853.1608,10,48531.60799999999
8811,15699047,Chukwuemeka,674,France,Female,21,9,120150.39,2,1,1,33964.03,0,High (100-200K),Loyal (8y+),Good (670-740),120150.39,2,2,4403.007799999999,14,61642.10919999999
8812,15616168,Ojiofor,610,France,Female,35,7,81905.95,1,1,1,61623.19,0,Medium (50-100K),Mature (5-8y),Fair (580-670),81905.95,1,4,2638.1189999999997,12,31657.427999999996
8813,15773146,Rubeo,652,France,Male,26,3,137998.2,2,0,1,168989.77,0,High (100-200K),Growing (2-5y),Fair (580-670),137998.2,2,8,4759.964,8,38079.712
8814,15770375,Fanucci,850,Germany,Female,26,8,123126.29,1,1,0,74425.41,0,High (100-200K),Mature (5-8y),Excellent (800+),123126.29,1,3,3462.5258,8,27700.2064
8815,15589725,Zubarev,740,France,Female,51,4,0.0,2,1,1,178929.84,0,,Growing (2-5y),Good (670-740),0.0,2,7,2000.0,9,18000.0
8816,15710034,T'ao,637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1,High (100-200K),New (0-2y),Fair (580-670),135645.29,2,10,4712.9058,6,0.0
8817,15800806,Pai,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,High (100-200K),Mature (5-8y),Good (670-740),122449.31,2,4,4448.986199999999,12,53387.83439999999
8818,15570485,Udegbunam,558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0,High (100-200K),Growing (2-5y),Poor (<580),161766.87,1,7,4235.3374,4,16941.3496
8819,15575391,Claypool,677,France,Female,37,3,0.0,2,1,1,38252.25,0,,Growing (2-5y),Good (670-740),0.0,2,8,2000.0,8,16000.0
8820,15790750,Manfrin,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0,High (100-200K),Loyal (8y+),Fair (580-670),123187.51,1,1,3463.7502,15,51956.253
8821,15714832,Baker,652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0,High (100-200K),Loyal (8y+),Fair (580-670),150956.71,1,2,4019.1342,9,36172.2078
8822,15619953,Efremov,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0,High (100-200K),Mature (5-8y),Fair (580-670),105021.28,1,5,3100.4256,6,18602.5536
8823,15673929,Chin,543,France,Male,64,4,0.0,2,1,1,148305.82,0,,Growing (2-5y),Poor (<580),0.0,2,7,2000.0,9,18000.0
8824,15578835,Brookes,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0,High (100-200K),New (0-2y),Good (670-740),133204.91,1,10,3664.0982,6,21984.5892
8825,15752388,Doyle,643,Spain,Female,35,6,0.0,2,1,1,41549.64,0,,Mature (5-8y),Fair (580-670),0.0,2,5,2000.0,11,22000.0
8826,15797081,Ajuluchukwu,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,High (100-200K),Loyal (8y+),Fair (580-670),115488.52,2,2,4309.7704,14,0.0
8827,15570194,Ikemefuna,412,France,Male,29,5,0.0,2,0,0,12510.53,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,5,10000.0
8828,15580149,Fowler,638,Spain,Male,41,7,0.0,2,1,0,43889.41,0,,Mature (5-8y),Fair (580-670),0.0,2,4,2000.0,7,14000.0
8829,15777708,Liao,824,Spain,Female,38,3,0.0,2,1,0,192800.25,0,,Growing (2-5y),Excellent (800+),0.0,2,8,2000.0,3,6000.0
8830,15769955,Onuora,683,France,Female,40,1,0.0,2,0,0,75762.0,0,,New (0-2y),Good (670-740),0.0,2,10,2000.0,1,2000.0
8831,15810444,Aksenov,562,Germany,Female,39,6,130565.02,1,1,0,9854.72,1,High (100-200K),Mature (5-8y),Poor (<580),130565.02,1,5,3611.3004,6,0.0
8832,15645593,Trevisani,599,France,Female,41,2,91328.71,1,1,0,115724.78,0,Medium (50-100K),New (0-2y),Fair (580-670),91328.71,1,9,2826.5742,2,5653.1484
8833,15765345,Wood,753,France,Male,35,4,0.0,2,1,1,106303.4,0,,Growing (2-5y),Very Good (740-800),0.0,2,7,2000.0,9,18000.0
8834,15760873,Lombardo,594,France,Male,50,7,81310.34,1,1,1,183868.01,0,Medium (50-100K),Mature (5-8y),Fair (580-670),81310.34,1,4,2626.2068,12,31514.4816
8835,15794178,Walpole,657,France,Male,34,3,107136.6,1,1,0,153895.46,0,High (100-200K),Growing (2-5y),Fair (580-670),107136.6,1,8,3142.732,3,9428.196
8836,15589361,Chikwendu,716,Spain,Male,34,9,0.0,1,1,1,66695.71,0,,Loyal (8y+),Good (670-740),0.0,1,2,1000.0,14,14000.0
8837,15662483,Ko,850,France,Male,43,7,0.0,2,1,1,173851.11,0,,Mature (5-8y),Excellent (800+),0.0,2,4,2000.0,12,24000.0
8838,15809736,Steigrad,664,France,Male,46,2,0.0,1,1,1,177423.02,1,,New (0-2y),Fair (580-670),0.0,1,9,1000.0,7,0.0
8839,15731148,Isayeva,558,France,Male,33,0,108477.49,1,1,1,109096.71,1,High (100-200K),,Poor (<580),108477.49,1,11,3169.5498000000002,5,0.0
8840,15774328,Boni,606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0,High (100-200K),New (0-2y),Fair (580-670),144757.97,2,10,4895.1594000000005,6,29370.956400000003
8841,15646969,Anayolisa,776,Spain,Male,33,2,0.0,2,1,1,176921.0,0,,New (0-2y),Very Good (740-800),0.0,2,9,2000.0,7,14000.0
8842,15718769,Fallaci,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0,High (100-200K),New (0-2y),Poor (<580),113110.26,1,10,3262.2052,1,3262.2052
8843,15610226,Fenton,614,France,Female,27,9,106414.57,2,0,0,77500.81,0,High (100-200K),Loyal (8y+),Fair (580-670),106414.57,2,2,4128.2914,9,37154.6226
8844,15616270,Chao,620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0,High (100-200K),Growing (2-5y),Fair (580-670),106920.91,1,7,3138.4182,9,28245.7638
8845,15790717,Osinachi,695,Spain,Male,35,7,0.0,2,1,0,160387.98,0,,Mature (5-8y),Good (670-740),0.0,2,4,2000.0,7,14000.0
8846,15635703,Chu,729,Germany,Female,39,1,131513.26,1,1,1,193715.0,0,High (100-200K),New (0-2y),Good (670-740),131513.26,1,10,3630.2652000000003,6,21781.591200000003
8847,15616365,Obiuto,571,France,Female,53,2,0.0,2,1,0,28045.77,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,2,4000.0
8848,15630244,Chu,457,France,Male,40,10,134320.23,2,1,0,150757.35,0,High (100-200K),Loyal (8y+),Poor (<580),134320.23,2,1,4686.4046,10,46864.046
8849,15734714,Nash,559,France,Female,29,3,79715.36,1,1,0,82252.28,0,Medium (50-100K),Growing (2-5y),Poor (<580),79715.36,1,8,2594.3072,3,7782.921600000001
8850,15721433,Hixson,664,France,Female,38,4,74306.19,2,1,0,154395.56,0,Medium (50-100K),Growing (2-5y),Fair (580-670),74306.19,2,7,3486.1238000000003,4,13944.495200000001
8851,15590201,Fiorentini,500,Spain,Female,50,5,0.0,4,1,1,83866.35,1,,Growing (2-5y),Poor (<580),0.0,4,6,4000.0,10,0.0
8852,15590828,Chidimma,782,Germany,Male,42,7,126428.38,1,1,0,39830.1,0,High (100-200K),Mature (5-8y),Very Good (740-800),126428.38,1,4,3528.5676000000003,7,24699.9732
8853,15752097,Chiazagomekpere,708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,Medium (50-100K),Mature (5-8y),Good (670-740),99640.89,1,3,2992.8178,8,23942.5424
8854,15800031,Laura,681,France,Male,43,3,66338.68,1,1,1,18772.5,1,Medium (50-100K),Growing (2-5y),Good (670-740),66338.68,1,8,2326.7736,8,0.0
8855,15630857,Wu,674,Spain,Female,39,6,0.0,2,1,1,9574.83,0,,Mature (5-8y),Good (670-740),0.0,2,5,2000.0,11,22000.0
8856,15689953,Toscani,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0,High (100-200K),Loyal (8y+),Good (670-740),128226.37,1,1,3564.5274,10,35645.274
8857,15759733,McMillan,774,France,Female,26,5,0.0,2,1,1,64716.08,0,,Growing (2-5y),Very Good (740-800),0.0,2,6,2000.0,10,20000.0
8858,15810826,Chiekwugo,624,France,Male,36,6,0.0,2,0,0,84749.96,0,,Mature (5-8y),Fair (580-670),0.0,2,5,2000.0,6,12000.0
8859,15668009,Hendley,747,Spain,Male,37,1,0.0,2,0,1,180551.76,0,,New (0-2y),Very Good (740-800),0.0,2,10,2000.0,6,12000.0
